symbol,expiration_date,strike_price,type,underlying_ticker,exercise_style,primary_exchange,delta,gamma,theta,vega,rho
O:AAPL270115P00015000,2027-01-15,15.0,put,AAPL,american,BATO,-5.208363522858802e-68,6.060160626367181e-69,-1.5279795319488062e-67,6.631937454817195e-66,-4.189628907203959e-67
O:AAPL270115P00020000,2027-01-15,20.0,put,AAPL,american,BATO,-1.294083253858332e-58,1.3949736832280903e-59,-3.508234398332548e-58,1.5265896052379874e-56,-1.0420278472262579e-57
O:AAPL270115P00025000,2027-01-15,25.0,put,AAPL,american,BATO,-8.045454522030938e-52,8.138905211812284e-53,-2.0421788733057487e-51,8.906811822871037e-50,-6.484288445045497e-51
O:AAPL270115P00030000,2027-01-15,30.0,put,AAPL,american,BATO,-1.3681735662856453e-46,1.3099338344386148e-47,-3.2798869409487886e-46,1.4335262372663375e-44,-1.1036098106043837e-45
O:AAPL270115P00035000,2027-01-15,35.0,put,AAPL,american,BATO,-2.157803430963314e-42,1.9671482953731256e-43,-4.9156659143982886e-42,2.152748955613967e-40,-1.7419113511617473e-41
O:AAPL270115P00040000,2027-01-15,40.0,put,AAPL,american,BATO,-6.37029430580135e-39,5.554890763523797e-40,-1.3854674902802455e-38,6.078995324273351e-37,-5.146316397954604e-38
O:AAPL270115P00045000,2027-01-15,45.0,put,AAPL,american,BATO,-5.457976654503445e-36,4.5685810583576775e-37,-1.1373860577046419e-35,4.9996271888346635e-34,-4.412435857745405e-35
O:AAPL270115P00050000,2027-01-15,50.0,put,AAPL,american,BATO,-1.8152944731649464e-33,1.4627563573000436e-34,-3.635194286588937e-33,1.6007675821400497e-31,-1.4685653823883307e-32
O:AAPL270115P00060000,2027-01-15,60.0,put,AAPL,american,BATO,-2.491277905755276e-29,1.8728325664622275e-30,-4.638348878975183e-29,2.049534527200783e-27,-2.0181074858419922e-28
O:AAPL270115P00070000,2027-01-15,70.0,put,AAPL,american,BATO,-4.685126463482205e-26,3.3082177881854715e-27,-8.166061858187636e-26,3.6203485040811204e-24,-3.8001227330950713e-25
O:AAPL270115P00080000,2027-01-15,80.0,put,AAPL,american,BATO,-2.1948101079511844e-23,1.4630844685783203e-24,-3.599720602911007e-23,1.601126650753889e-21,-1.7824325783706227e-22
O:AAPL270115P00085000,2027-01-15,85.0,put,AAPL,american,BATO,-3.1856474263994275e-22,2.0665031723427703e-23,-5.076117675674101e-22,2.2614779762651457e-20,-2.5886901540854088e-21
O:AAPL270115P00090000,2027-01-15,90.0,put,AAPL,american,BATO,-3.7118231642631196e-21,2.345152084384725e-22,-5.751285399670656e-21,2.5664174441192994e-19,-3.0181029380564774e-20
O:AAPL270115P00095000,2027-01-15,95.0,put,AAPL,american,BATO,-3.568024058409108e-20,2.1973391568842177e-21,-5.380099039415164e-20,2.404658350485434e-18,-2.9029368004959303e-19
O:AAPL270115P00100000,2027-01-15,100.0,put,AAPL,american,BATO,-2.8946817969866707e-19,1.7388509885883746e-20,-4.2506444444442896e-19,1.9029117725676662e-17,-2.356528391355183e-18
O:AAPL270115P00105000,2027-01-15,105.0,put,AAPL,american,BATO,-2.020302787377246e-18,1.18453483106152e-19,-2.890936537770237e-18,1.2962958239873688e-16,-1.64569625793323e-17
O:AAPL270115P00110000,2027-01-15,110.0,put,AAPL,american,BATO,-1.2328854622904471e-17,7.059538607671039e-19,-1.7201392756816915e-17,7.725606859699249e-16,-1.0048863544759717e-16
O:AAPL270115P00115000,2027-01-15,115.0,put,AAPL,american,BATO,-6.670272062935797e-17,3.73206850089025e-18,-9.078853154883049e-17,4.084189578624194e-15,-5.439996930476424e-16
O:AAPL270115P00120000,2027-01-15,120.0,put,AAPL,american,BATO,-3.237901459803338e-16,1.7710585307283495e-17,-4.3013543563914744e-16,1.938158099887169e-14,-2.6422855712435763e-15
O:AAPL270115P00125000,2027-01-15,125.0,put,AAPL,american,BATO,-1.4248658540086679e-15,7.622544231847924e-17,-1.848244304139239e-15,8.341732127073505e-14,-1.1634600394275519e-14
O:AAPL270115P00130000,2027-01-15,130.0,put,AAPL,american,BATO,-5.735714862443779e-15,3.0022596784764793e-16,-7.267589407236428e-15,3.2855232127256844e-13,-4.6862662642615114e-14
O:AAPL270115P00135000,2027-01-15,135.0,put,AAPL,american,BATO,-2.1287862323972804e-14,1.090665816220443e-15,-2.6357945753092344e-14,1.1935702571661285e-12,-1.7403400258494161e-13
O:AAPL270115P00140000,2027-01-15,140.0,put,AAPL,american,BATO,-7.335421398501457e-14,3.679895218782317e-15,-8.878253046731345e-14,4.027093741552338e-12,-6.000544730513696e-13
O:AAPL270115P00145000,2027-01-15,145.0,put,AAPL,american,BATO,-2.3612142683663517e-13,1.1602112397183409e-14,-2.794443298302276e-13,1.2696772990983352e-11,-1.932705262179778e-12
O:AAPL270115P00150000,2027-01-15,150.0,put,AAPL,american,BATO,-7.13893588554979e-13,3.436819990763659e-14,-8.263701903716669e-13,3.761084338761716e-11,-5.846952294513986e-12
O:AAPL270115P00155000,2027-01-15,155.0,put,AAPL,american,BATO,-2.0371975197458065e-12,9.611676367378513e-14,-2.3071168296254205e-12,1.0518539100606446e-10,-1.6695383809407304e-11
O:AAPL270115P00160000,2027-01-15,160.0,put,AAPL,american,BATO,-5.510948801000685e-12,2.5488697654787334e-13,-6.107495785704245e-12,2.789355911059862e-10,-4.519166497069356e-11
O:AAPL270115P00165000,2027-01-15,165.0,put,AAPL,american,BATO,-1.4187718289052295e-11,6.434190030892961e-13,-1.5390279931908833e-11,7.041256575218873e-10,-1.164165825764485e-10
O:AAPL270115P00170000,2027-01-15,170.0,put,AAPL,american,BATO,-3.4883736447135076e-11,1.5515365463879964e-12,-3.7046169815531624e-11,1.6979241919329326e-09,-2.8641605699114387e-10
O:AAPL270115P00175000,2027-01-15,175.0,put,AAPL,american,BATO,-8.21753984323178e-11,3.5853333600286456e-12,-8.545365012663309e-11,3.923609960918366e-09,-6.751342324212628e-10
O:AAPL270115P00180000,2027-01-15,180.0,put,AAPL,american,BATO,-1.860046107404272e-10,7.962419564938274e-12,-1.8943340190427124e-10,8.713674735604916e-09,-1.529142477327438e-09
O:AAPL270115P00185000,2027-01-15,185.0,put,AAPL,american,BATO,-4.05610440266439e-10,1.7038970291763084e-11,-4.046275680870205e-10,1.8646599032012918e-08,-3.33665571785502e-09
O:AAPL270115P00190000,2027-01-15,190.0,put,AAPL,american,BATO,-8.541563069780143e-10,3.521749185001605e-11,-8.347586229660644e-10,3.854026611912605e-08,-7.031044735339105e-09
O:AAPL270115P00195000,2027-01-15,195.0,put,AAPL,american,BATO,-1.7408357254028963e-09,7.045872459048793e-11,-1.6669283282372942e-09,7.710651308436031e-08,-1.4339131550143951e-08
O:AAPL270115P00200000,2027-01-15,200.0,put,AAPL,american,BATO,-3.4406439119187915e-09,1.3672159225215503e-10,-3.2284030419142895e-09,1.4962128967245848e-07,-2.8358924201968493e-08
O:AAPL270115P00210000,2027-01-15,210.0,put,AAPL,american,BATO,-1.2345668422379314e-08,4.730742181990202e-10,-1.1127088536644539e-08,5.177088232499849e-07,-1.0189250005726611e-07
O:AAPL270115P00220000,2027-01-15,220.0,put,AAPL,american,BATO,-3.997710377757123e-08,1.4779268245665566e-09,-3.4622348261988775e-08,1.6173693846787687e-06,-3.3039037643394294e-07
O:AAPL270115P00230000,2027-01-15,230.0,put,AAPL,american,BATO,-1.1812507949295948e-07,4.214950443259551e-09,-9.833162054046665e-08,4.612631485909675e-06,-9.775934150342033e-07
O:AAPL270115P00240000,2027-01-15,240.0,put,AAPL,american,BATO,-3.215401321559268e-07,1.1077741951528224e-08,-2.5733026341030386e-07,1.2122928135517118e-05,-2.664795189772673e-06
O:AAPL270115P00250000,2027-01-15,250.0,put,AAPL,american,BATO,-8.129332662709605e-07,2.7050244150047005e-08,-6.25586306228569e-07,2.960243769119149e-05,-6.746976534234917e-06
O:AAPL270115P00260000,2027-01-15,260.0,put,AAPL,american,BATO,-1.9226357132155045e-06,6.180558883847347e-08,-1.4228309135348587e-06,6.763695301268221e-05,-1.598051872528818e-05
O:AAPL270115P00270000,2027-01-15,270.0,put,AAPL,american,BATO,-4.280208946720831e-06,1.3295535443005973e-07,-3.0462759994013626e-06,0.00014549970689337695,-3.562977351560615e-05
O:AAPL270115P00280000,2027-01-15,280.0,put,AAPL,american,BATO,-9.018442952547657e-06,2.707454592213764e-07,-6.172851903088263e-06,0.00029629032338179074,-7.518813167623896e-05
O:AAPL270115P00290000,2027-01-15,290.0,put,AAPL,american,BATO,-1.8071285408050723e-05,5.244092379301067e-07,-1.1895271240240289e-05,0.0005738873077965998,-0.0001509011647384723
O:AAPL270115P00300000,2027-01-15,300.0,put,AAPL,american,BATO,-3.45852044082979e-05,9.702231015680191e-07,-2.1891089876121313e-05,0.0010617637590037033,-0.0002892655105170823
O:AAPL270115P00310000,2027-01-15,310.0,put,AAPL,american,BATO,-6.345751762554782e-05,1.7210718066403268e-06,-3.8618275393122554e-05,0.0018834551228273516,-0.0005316304814055274
O:AAPL270115P00320000,2027-01-15,320.0,put,AAPL,american,BATO,-0.00011200510684446365,2.9370426968117954e-06,-6.552425728999723e-05,0.0032141530015945942,-0.0009399475507231156
O:AAPL270115P00330000,2027-01-15,330.0,put,AAPL,american,BATO,-0.0001907531892180789,4.836270481366682e-06,-0.00010724899797795154,0.005292573138647886,-0.0016035995441236242
O:AAPL270115P00340000,2027-01-15,340.0,put,AAPL,american,BATO,-0.0003143176792524151,7.704994125973322e-06,-0.00016979742348523176,0.00843196117787075,-0.0026471063102340353
O:AAPL270115P00350000,2027-01-15,350.0,put,AAPL,american,BATO,-0.0005023379794374903,1.1905613130607209e-05,-0.0002606536614748869,0.013028909052328046,-0.00423836169864866
O:AAPL270115P00360000,2027-01-15,360.0,put,AAPL,american,BATO,-0.0007804019296147229,1.78814804743187e-05,-0.000388809751162747,0.01956860014390505,-0.006596925557904634
O:AAPL270115P00370000,2027-01-15,370.0,put,AAPL,american,BATO,-0.0011808932507440721,2.6157265726386465e-05,-0.000564685178232031,0.02862520665403859,-0.010001792040838772
O:AAPL270115P00380000,2027-01-15,380.0,put,AAPL,american,BATO,-0.0017436859053111668,3.7333965274143246e-05,-0.0007999205983172897,0.04085642904598374,-0.014797996975011565
O:AAPL270115P00390000,2027-01-15,390.0,put,AAPL,american,BATO,-0.0025166105039686523,5.2078007146952353e-05,-0.0011070388021871534,0.056991572907721916,-0.021401422672806047
O:AAPL270115P00400000,2027-01-15,400.0,put,AAPL,american,BATO,-0.0035556255672131096,7.110435759256334e-05,-0.0014989773129368156,0.07781306163191865,-0.03030121218437586
O:AAPL270115P00410000,2027-01-15,410.0,put,AAPL,american,BATO,-0.004924640631419626,9.515403577832887e-05,-0.0019885087335457024,0.10413182962670195,-0.04205931372288129
O:AAPL270115P00420000,2027-01-15,420.0,put,AAPL,american,BATO,-0.006694957666494775,0.00012496692792893924,-0.0025875757872184067,0.13675757146427134,-0.057306830732847536
O:AAPL270115P00430000,2027-01-15,430.0,put,AAPL,american,BATO,-0.0089443202933424,0.00016125121228807306,-0.0033065767572557385,0.1764652820842831,-0.07673703998901861
O:AAPL270115P00440000,2027-01-15,440.0,put,AAPL,american,BATO,-0.01175558478752668,0.0002046510203829107,-0.004153642861248195,0.2239598668950774,-0.10109514251636818
O:AAPL270115P00450000,2027-01-15,450.0,put,AAPL,american,BATO,-0.015215050708461936,0.0002557141407764957,-0.005133951475456919,0.27984079837148634,-0.1311650125488181
O:AAPL270115P00460000,2027-01-15,460.0,put,AAPL,american,BATO,-0.01941051025521661,0.0003148616070783785,-0.006249117942755042,0.34456883469090316,-0.167753391892752
O:AAPL270115P00470000,2027-01-15,470.0,put,AAPL,american,BATO,-0.02442909253612204,0.0003823609061072551,-0.007496704203705024,0.4184367000830885,-0.21167212735890484
O:AAPL270115P00480000,2027-01-15,480.0,put,AAPL,american,BATO,-0.030354990747712758,0.0004583043117179679,-0.008869875239581368,0.5015453744513418,-0.26371915759153314
O:AAPL270115P00490000,2027-01-15,490.0,put,AAPL,american,BATO,-0.03726716622203276,0.0005425935218388667,-0.010357225072090935,0.5937872809126304,-0.32465901717908596
O:AAPL270115P00500000,2027-01-15,500.0,put,AAPL,american,BATO,-0.04523712337781569,0.0006349313836473866,-0.011942783697566057,0.6948372302425632,-0.39520363919608215
O:AAPL270115P00510000,2027-01-15,510.0,put,AAPL,american,BATO,-0.05432684422211626,0.0007348210695116434,-0.013606205722106482,0.8041515190669846,-0.4759942049882671
O:AAPL270115P00520000,2027-01-15,520.0,put,AAPL,american,BATO,-0.06458696098385201,0.0008415726478077553,-0.015323131411702271,0.9209751206366404,-0.5675847178906782
O:AAPL270115P00530000,2027-01-15,530.0,put,AAPL,american,BATO,-0.0760552317611919,0.0009543166071467243,-0.017065702043255946,1.044356485066368,-0.6704278737040067
O:AAPL270617C00005000,2027-06-17,5.0,call,AAPL,american,BATO,1.0,4.308397357311713e-84,-0.0006321848635297725,6.384753817386841e-81,0.07396562903298337
O:AAPL270617C00010000,2027-06-17,10.0,call,AAPL,american,BATO,1.0,2.5927228381747403e-63,-0.001264369727059545,3.84224008734219e-60,0.14793125806596674
O:AAPL270617C00015000,2027-06-17,15.0,call,AAPL,american,BATO,1.0,1.3745991837999132e-52,-0.0018965545905893174,2.037063125398336e-49,0.2218968870989501
O:AAPL270617C00020000,2027-06-17,20.0,call,AAPL,american,BATO,1.0,1.2787477790058501e-45,-0.00252873945411909,1.8950178190102912e-42,0.2958625161319335
O:AAPL270617C00025000,2027-06-17,25.0,call,AAPL,american,BATO,1.0,1.3993693528349572e-40,-0.0031609243176488624,2.0737708424884088e-37,0.36982814516491685
O:AAPL270617C00030000,2027-06-17,30.0,call,AAPL,american,BATO,1.0,1.0611331113114255e-36,-0.003793109181178635,1.5725275830706114e-33,0.4437937741979002
O:AAPL270617C00035000,2027-06-17,35.0,call,AAPL,american,BATO,1.0,1.3788866843112983e-33,-0.004425294044708407,2.043416911501806e-30,0.5177594032308837
O:AAPL270617C00040000,2027-06-17,40.0,call,AAPL,american,BATO,1.0,5.168947824907135e-31,-0.00505747890823818,7.660031473406528e-28,0.591725032263867
O:AAPL270617C00045000,2027-06-17,45.0,call,AAPL,american,BATO,1.0,7.738255397176549e-29,-0.005689663771767953,1.1467571718562517e-25,0.6656906612968504
O:AAPL270617C00050000,2027-06-17,50.0,call,AAPL,american,BATO,1.0,5.740464376865273e-27,-0.006321848635297725,8.506980392967495e-24,0.7396562903298337
O:AAPL270617C00055000,2027-06-17,55.0,call,AAPL,american,BATO,1.0,2.4513795054795143e-25,-0.006954033498827498,3.6327788171423776e-22,0.813621919362817
O:AAPL270617C00060000,2027-06-17,60.0,call,AAPL,american,BATO,1.0,6.713548146566126e-24,-0.00758621836235727,9.949024800197225e-21,0.8875875483958005
O:AAPL270617C00065000,2027-06-17,65.0,call,AAPL,american,BATO,1.0,1.2776540451398266e-22,-0.008218403225887043,1.8933969793111748e-19,0.9615531774287838
O:AAPL270617C00070000,2027-06-17,70.0,call,AAPL,american,BATO,1.0,1.7960411502894413e-21,-0.008850588089416814,2.6616116480141784e-18,1.0355188064617673
O:AAPL270617C00075000,2027-06-17,75.0,call,AAPL,american,BATO,1.0,1.9555851509040218e-20,-0.009482772952946587,2.898045078472114e-17,1.1094844354947506
O:AAPL270617C00080000,2027-06-17,80.0,call,AAPL,american,BATO,1.0,1.7124104178181935e-19,-0.010114957816476365,2.5376765524059524e-16,1.183450064527734
O:AAPL270617C00085000,2027-06-17,85.0,call,AAPL,american,BATO,1.0,1.2428522049076762e-18,-0.010747142680006162,1.8418230032253303e-15,1.257415693560717
O:AAPL270617C00090000,2027-06-17,90.0,call,AAPL,american,BATO,0.9999999999999999,7.662849327272925e-18,-0.01137932754353609,1.1355825017238825e-14,1.331381322593699
O:AAPL270617C00095000,2027-06-17,95.0,call,AAPL,american,BATO,0.9999999999999991,4.095649619057916e-17,-0.012011512407066658,6.069476042078783e-14,1.4053469516266741
O:AAPL270617C00100000,2027-06-17,100.0,call,AAPL,american,BATO,0.9999999999999958,1.9299681898858954e-16,-0.012643697270600064,2.860082472870576e-13,1.47931258065962
O:AAPL270617C00105000,2027-06-17,105.0,call,AAPL,american,BATO,0.9999999999999816,8.132786974416204e-16,-0.013275882134144625,1.2052240862318628e-12,1.5532782096924458
O:AAPL270617C00110000,2027-06-17,110.0,call,AAPL,american,BATO,0.9999999999999281,3.101853002746643e-15,-0.013908066997728842,4.596736595488213e-12,1.6272438387248334
O:AAPL270617C00115000,2027-06-17,115.0,call,AAPL,american,BATO,0.9999999999997434,1.0818482368582324e-14,-0.014540251861441762,1.603225999661218e-11,1.701209467755759
O:AAPL270617C00120000,2027-06-17,120.0,call,AAPL,american,BATO,0.9999999999991559,3.481150553369873e-14,-0.015172436725539674,5.158829940977176e-11,1.7751750967821893
O:AAPL270617C00125000,2027-06-17,125.0,call,AAPL,american,BATO,0.9999999999974194,1.0414150565339493e-13,-0.01580462159070731,1.5433067580001756e-10,1.84914072579579
O:AAPL270617C00130000,2027-06-17,130.0,call,AAPL,american,BATO,0.9999999999926193,2.915907586236044e-13,-0.016436806458655015,4.3211780502958054e-10,1.9231063547751512
O:AAPL270617C00135000,2027-06-17,135.0,call,AAPL,american,BATO,0.9999999999801348,7.686288538826678e-13,-0.017068991333401284,1.1390560345258276e-09,1.9970719836685513
O:AAPL270617C00140000,2027-06-17,140.0,call,AAPL,american,BATO,0.9999999999494208,1.917310474267947e-12,-0.017701176223875056,2.8413245934530847e-09,2.071037612357855
O:AAPL270617C00145000,2027-06-17,145.0,call,AAPL,american,BATO,0.9999999998776167,4.5465502213060945e-12,-0.018333361148928137,6.737680272726257e-09,2.145003240586711
O:AAPL270617C00150000,2027-06-17,150.0,call,AAPL,american,BATO,0.9999999997174386,1.029069818725812e-11,-0.018965546146539787,1.5250119495864885e-08,2.218968867824384
O:AAPL270617C00155000,2027-06-17,155.0,call,AAPL,american,BATO,0.9999999993752274,2.2312593173596588e-11,-0.019597731289993137,3.3065755691998334e-08,2.292934493018584
O:AAPL270617C00160000,2027-06-17,160.0,call,AAPL,american,BATO,0.9999999986727207,4.6494548098963605e-11,-0.020229916715173688,6.8901779210022e-08,2.3669001141645056
O:AAPL270617C00165000,2027-06-17,165.0,call,AAPL,american,BATO,0.999999997282916,9.338179686839143e-11,-0.02086210266493803,1.3838551428365107e-07,2.440865727580894
O:AAPL270617C00170000,2027-06-17,170.0,call,AAPL,american,BATO,0.9999999946261209,1.812455422909174e-10,-0.021494289558753696,2.6859364911233245e-07,2.5148313267352136
O:AAPL270617C00175000,2027-06-17,175.0,call,AAPL,american,BATO,0.9999999897067927,3.4075700649718865e-10,-0.022126478098506812,5.049788628112438e-07,2.5887969003972042
O:AAPL270617C00180000,2027-06-17,180.0,call,AAPL,american,BATO,0.9999999808649815,6.219077515572507e-10,-0.022758669424450855,9.216252730447351e-07,2.662762429822192
O:AAPL270617C00185000,2027-06-17,185.0,call,AAPL,american,BATO,0.9999999654080935,1.10397039101015e-09,-0.023390865338605286,1.6360095375887428e-06,2.7367278845723138
O:AAPL270617C00190000,2027-06-17,190.0,call,AAPL,american,BATO,0.9999999390794013,1.9094602687001517e-09,-0.02402306861632503,2.8296911191447802e-06,2.81069321647637
O:AAPL270617C00195000,2027-06-17,195.0,call,AAPL,american,BATO,0.99999989530947,3.223222662390733e-09,-0.02465528343000803,4.776598231605052e-06,2.884658351109794
O:AAPL270617C00200000,2027-06-17,200.0,call,AAPL,american,BATO,0.9999998241858075,5.317919176335719e-09,-0.025287515911701856,7.880796952036477e-06,2.9586231760492394
O:AAPL270617C00210000,2027-06-17,210.0,call,AAPL,american,BATO,0.9999995347418088,1.3588782398699952e-08,-0.026552072784667213,2.0137657485676858e-05,3.1065511569852133
O:AAPL270617C00220000,2027-06-17,220.0,call,AAPL,american,BATO,0.9999988599916222,3.2167723810974154e-08,-0.02781686040166937,4.76703935049562e-05,3.254474761304635
O:AAPL270617C00230000,2027-06-17,230.0,call,AAPL,american,BATO,0.9999973920785225,7.112673061781905e-08,-0.029082101013536234,0.00010540500960517825,3.4023893372520813
O:AAPL270617C00240000,2027-06-17,240.0,call,AAPL,american,BATO,0.9999943902807041,1.479387555923188e-07,-0.030348176767664603,0.0002192352413605795,3.5502864153903926
O:AAPL270617C00250000,2027-06-17,250.0,call,AAPL,american,BATO,0.9999885839882532,2.912143996709009e-07,-0.03161570743147486,0.00043156006648768314,3.6981514292769706
O:AAPL270617C00260000,2027-06-17,260.0,call,AAPL,american,BATO,0.9999779031300996,5.454094947613216e-07,-0.0328856460699808,0.0008082600245324658,3.8459605817394675
O:AAPL270617C00270000,2027-06-17,270.0,call,AAPL,american,BATO,0.9999591291706214,9.763765781856387e-07,-0.03415938859272502,0.0014469241269490527,3.993676765398488
O:AAPL270617C00280000,2027-06-17,280.0,call,AAPL,american,BATO,0.9999274665065897,1.6774788902455342e-06,-0.03543888970695466,0.0024859103884428742,4.14124452062493
O:AAPL270617C00290000,2027-06-17,290.0,call,AAPL,american,BATO,0.9998760425563634,2.775835433098478e-06,-0.03672677472743618,0.004113600582322262,4.288584109825859
O:AAPL270617C00300000,2027-06-17,300.0,call,AAPL,american,BATO,0.9997953541357029,4.4381441925852355e-06,-0.038026434448336956,0.0065770298618423526,4.4355848938955225
O:AAPL270617C00310000,2027-06-17,310.0,call,AAPL,american,BATO,0.9996726867354431,6.875459209383765e-06,-0.039342089327613884,0.010188966056926409,4.582098302294092
O:AAPL270617C00320000,2027-06-17,320.0,call,AAPL,american,BATO,0.9994915409014942,1.0346290243493657e-05,-0.04067880983288461,0.015332503167525038,4.727930779375146
O:AAPL270617C00330000,2027-06-17,330.0,call,AAPL,american,BATO,0.9992311050625907,1.5157456498791089e-05,-0.04204248198485374,0.022462326525730797,4.872837154570309
O:AAPL270617C00340000,2027-06-17,340.0,call,AAPL,american,BATO,0.998865816145319,2.166225369034347e-05,-0.04343971071776272,0.03210199651336756,5.0165149142761765
O:AAPL270617C00350000,2027-06-17,350.0,call,AAPL,american,BATO,0.998365047829801,3.025567350960335e-05,-0.04487765827670126,0.04483686413237061,5.158599844376455
O:AAPL270617C00360000,2027-06-17,360.0,call,AAPL,american,BATO,0.9976929614070406,4.136662701924348e-05,-0.04636381998916846,0.061302546601303104,5.298663464391659
O:AAPL270617C00370000,2027-06-17,370.0,call,AAPL,american,BATO,0.9968085463408449,5.5447346416047946e-05,-0.047905744840398334,0.08216922148395503,5.436212591588802
O:AAPL270617C00380000,2027-06-17,380.0,call,AAPL,american,BATO,0.9956658675386693,7.296035077568501e-05,-0.04951071283752833,0.10812231080366308,5.5706912636509545
O:AAPL270617C00390000,2027-06-17,390.0,call,AAPL,american,BATO,0.9942145248990291,9.43635414778061e-05,-0.05118538474701304,0.1398403934702288,5.701485121521824
O:AAPL270617C00400000,2027-06-17,400.0,call,AAPL,american,BATO,0.9924003188931894,0.00012009412737576959,-0.052935442143921214,0.1779713834674303,5.8279282205301595
O:AAPL270617C00410000,2027-06-17,410.0,call,AAPL,american,BATO,0.9901661046778785,0.00015055215956929984,-0.054765236679872875,0.22310812949845885,5.949312108307691
O:AAPL270617C00420000,2027-06-17,420.0,call,AAPL,american,BATO,0.9874528073185616,0.00018608447797042855,-0.05667746706170122,0.2757646248811798,6.064896891527656
O:AAPL270617C00430000,2027-06-17,430.0,call,AAPL,american,BATO,0.9842005627388163,0.00022696983927346893,-0.05867290056365726,0.33635396820435665,6.173923917346389
O:AAPL270617C00440000,2027-06-17,440.0,call,AAPL,american,BATO,0.9803499433950488,0.00027340591541377804,-0.06075015319525811,0.4051690959218937,6.275629624535051
O:AAPL270617C00450000,2027-06-17,450.0,call,AAPL,american,BATO,0.9758432245827556,0.00032549873320244653,-0.0629055391980513,0.4823671326048817,6.369260076131085
O:AAPL270617C00460000,2027-06-17,460.0,call,AAPL,american,BATO,0.9706256466847741,0.00038325498135947955,-0.0651329966565724,0.5679579904844926,6.454085670235592
O:AAPL270617C00470000,2027-06-17,470.0,call,AAPL,american,BATO,0.9646466303779812,0.00044657745288141637,-0.06742409198536407,0.6617976153486957,6.529415536605409
O:AAPL270617C00480000,2027-06-17,480.0,call,AAPL,american,BATO,0.9578609054987934,0.0005152637301701912,-0.06976810216914478,0.7635860379920595,6.5946111606949
O:AAPL270617C00490000,2027-06-17,490.0,call,AAPL,american,BATO,0.9502295195212458,0.0005890080677548778,-0.07215217011418339,0.8728701642821839,6.649098829514519
O:AAPL270617C00500000,2027-06-17,500.0,call,AAPL,american,BATO,0.9417206979741206,0.0006674062908991026,-0.0745615254860628,0.9890510345649477,6.692380560246631
O:AAPL270617C00510000,2027-06-17,510.0,call,AAPL,american,BATO,0.932310536161097,0.0007499634137933499,-0.07697976107286318,1.1113951133108357,6.7240432480063115
O:AAPL270617C00520000,2027-06-17,520.0,call,AAPL,american,BATO,0.9219835088220594,0.0008361035919933539,-0.07938915307642842,1.2390490379562702,6.743765848676035
O:AAPL270617C00530000,2027-06-17,530.0,call,AAPL,american,BATO,0.9107327915056553,0.000925181961771379,-0.08177101279972172,1.3710571640223665,6.751324492074331
O:AAPL270617P00005000,2027-06-17,5.0,put,AAPL,american,BATO,-3.8879660870583736e-83,4.308397357311713e-84,-1.0845509831180638e-82,6.384753817386841e-81,-4.23792563406497e-82
O:AAPL270617P00010000,2027-06-17,10.0,put,AAPL,american,BATO,-2.712624678239164e-62,2.5927228381747403e-63,-6.491363158196568e-62,3.84224008734219e-60,-2.9631685823325407e-61
O:AAPL270617P00015000,2027-06-17,15.0,put,AAPL,american,BATO,-1.585902075048714e-51,1.3745991837999132e-52,-3.4275328577222413e-51,2.037063125398336e-49,-1.7351690958934056e-50
O:AAPL270617P00020000,2027-06-17,20.0,put,AAPL,american,BATO,-1.5912045515097043e-44,1.2787477790058501e-45,-3.1774903727181154e-44,1.8950178190102912e-42,-1.743332620759425e-43
O:AAPL270617P00025000,2027-06-17,25.0,put,AAPL,american,BATO,-1.8541978301570367e-39,1.3993693528349572e-40,-3.466434826948479e-39,2.0737708424884088e-37,-2.0339209706682384e-38
O:AAPL270617P00030000,2027-06-17,30.0,put,AAPL,american,BATO,-1.4846230921298503e-35,1.0611331113114255e-36,-2.6210532222473284e-35,1.5725275830706114e-33,-1.6303268163053883e-34
O:AAPL270617P00035000,2027-06-17,35.0,put,AAPL,american,BATO,-2.024827565547408e-32,1.3788866843112983e-33,-3.3967476271478825e-32,2.043416911501806e-30,-2.2258506678275005e-31
O:AAPL270617P00040000,2027-06-17,40.0,put,AAPL,american,BATO,-7.930703717237126e-30,5.168947824907135e-31,-1.2700468902143104e-29,7.660031473406528e-28,-8.726620271608542e-29
O:AAPL270617P00045000,2027-06-17,45.0,put,AAPL,american,BATO,-1.236140688296148e-27,7.738255397176549e-29,-1.8966390867629093e-27,1.1467571718562517e-25,-1.3614783728322515e-26
O:AAPL270617P00050000,2027-06-17,50.0,put,AAPL,american,BATO,-9.520319890652846e-26,5.740464376865273e-27,-1.403603701894468e-25,8.506980392967495e-24,-1.0495152233402566e-24
O:AAPL270617P00055000,2027-06-17,55.0,put,AAPL,american,BATO,-4.210921182704171e-24,2.4513795054795143e-25,-5.979828882083977e-24,3.6327788171423776e-22,-4.646193653792611e-23
O:AAPL270617P00060000,2027-06-17,60.0,put,AAPL,american,BATO,-1.192139644283252e-22,6.713548146566126e-24,-1.6339193032136378e-22,9.949024800197225e-21,-1.3165006456769211e-21
O:AAPL270617P00065000,2027-06-17,65.0,put,AAPL,american,BATO,-2.3413694797560515e-21,1.2776540451398266e-22,-3.1024687940932635e-21,1.8933969793111748e-19,-2.5877962045174185e-20
